0.0,30.0
0.1,27.0
0.2,25.0
0.3,23.0
0.4,21.0
0.5,19.0
0.6,17.0
0.7,15.0
0.8,13.0
0.9,11.0
1.0,8.998271980244875
1.1,10.019534849309183
1.2,10.007913919471273
1.3,10.00471933396511
1.4,10.001527305382988
1.5,9.998327113443297
1.6,9.99511879782223
1.7,9.99190284654594
1.8,9.988679668829173
1.9,9.98544965433349
2.0,9.98221319610125
2.1,9.978970690398393
2.2,9.975722536525064
2.3,9.972469136623017
2.4,9.969210895479986
2.5,9.965948220331239
2.6,9.962681520658512
2.7,9.959411207986545
2.8,9.9561376956774
2.9,9.95286139872282
3.0,9.949582733534813
3.1,9.946302117734703
3.2,9.943019969940876
3.3,9.939736709555428
3.4,9.936452756549986
3.5,9.933168531250882
3.6,9.929884454123961
3.7,9.92660094555923
3.8,9.923318425655586
3.9,9.920037314005869
4.0,9.916758029482457
4.1,9.913480990023649
4.2,9.91020661242106
4.3,9.906935312108264
4.4,9.9036675029509
4.5,9.900403597038473
4.6,9.897144004478086
4.7,9.893889133190287
4.8,9.89063938870726
4.9,9.887395173973601
5.0,9.884156889149818
5.1,9.880924931418821
5.2,9.87769969479555
5.3,9.874481569939956
5.4,9.871270943973494
5.5,9.868068200299343
5.6,9.864873718426466
5.7,9.861687873797736
5.8,9.858511037622227
5.9,9.855343576711865
6.0,9.852185853322538
6.1,9.849038224999841
6.2,9.845901044429546
6.3,9.842774659292923
6.4,9.839659412127048
6.5,9.836555640190157
6.6,9.833463675332169
6.7,9.83038384387045
6.8,9.8273164664709
6.9,9.824261858034427
7.0,9.821220327588863
7.1,9.818192178186383
7.2,9.815177706806468
7.3,9.812177204264424
7.4,9.809190955125526
7.5,9.80621923762476
7.6,9.803262323592197
7.7,9.800320478384002
7.8,9.797393960819056
7.9,9.794483023121192
8.0,9.791587910867014
8.1,9.788708862939277
8.2,9.78584611148579
8.3,9.782999881883791
8.4,9.780170392709758
8.5,9.777357855714593
8.6,9.774562475804114
8.7,9.771784451024796
8.8,9.769023972554667
8.9,9.766281224699306
9.0,9.76355638489284
9.1,9.760849623703857
9.2,9.758161104846128
9.3,9.755490985194058
9.4,9.752839414802757
9.5,9.750206536932605
9.6,9.747592488078228
9.7,9.74499739800175
9.8,9.742421389770222
9.9,9.739864579797073
10.0,9.73732707788752
